,Date,Obj1,Err,Star1,Star2,Star3,Airm, Filter,Group,SkyBri.,Expo time,SnapShots,LimitingMagnitude
45,2458553.4788,15.77,0.035,13.772,14.411,14.982,1.09,CV,na,20.07,60.0,1.0,18.5
46,2458553.48109,16.024,0.033,13.772,14.433,14.996,1.09,CV,na,20.06,60.0,1.0,18.5
47,2458553.48332,16.325,0.036,13.772,14.413,14.95,1.1,CV,na,20.12,60.0,1.0,18.9
48,2458553.48557,16.627,0.042,13.772,14.409,14.969,1.1,CV,na,20.24,60.0,1.0,19.0
49,2458553.48789,16.354,0.05,13.772,14.419,14.988,1.11,CV,na,20.25,60.0,1.0,18.7
50,2458553.49122,15.88,0.025,13.772,14.418,14.985,1.11,CV,na,20.23,60.0,1.0,18.6
51,2458553.4936,15.49,0.016,13.772,14.404,14.981,1.12,CV,na,20.24,60.0,1.0,19.0
52,2458553.49593,15.366,0.015,13.772,14.426,14.955,1.12,CV,na,20.23,60.0,1.0,19.0
53,2458553.49826,15.208,0.014,13.772,14.413,15.021,1.13,CV,na,20.18,60.0,1.0,18.9
54,2458553.50068,15.13,0.017,13.772,14.425,15.0,1.13,CV,na,20.18,60.0,1.0,18.5
55,2458553.50297,15.207,0.02,13.772,14.409,15.008,1.14,CV,na,20.22,60.0,1.0,18.6
56,2458553.50536,15.218,0.013,13.772,14.412,14.973,1.15,CV,na,20.24,60.0,1.0,19.1
57,2458553.50769,15.273,0.014,13.772,14.422,15.014,1.15,CV,na,20.29,60.0,1.0,19.1
58,2458553.51006,15.233,0.013,13.772,14.4,14.981,1.16,CV,na,20.28,60.0,1.0,19.0
59,2458553.51253,15.263,0.018,13.772,14.408,14.987,1.16,CV,na,20.26,60.0,1.0,18.7
60,2458553.51492,15.215,0.019,13.772,14.414,14.988,1.17,CV,na,20.25,60.0,1.0,18.7
61,2458553.51731,15.144,0.013,13.772,14.412,14.985,1.18,CV,na,20.21,60.0,1.0,18.8
62,2458553.51977,15.09,0.019,13.772,14.402,14.949,1.19,CV,na,20.13,60.0,1.0,18.7
63,2458553.52209,15.159,0.022,13.772,14.434,14.959,1.19,CV,na,20.02,60.0,1.0,18.7
64,2458553.52448,15.232,0.018,13.772,14.405,15.033,1.2,CV,na,20.0,60.0,1.0,18.4
65,2458553.52696,15.198,0.023,13.772,14.425,14.989,1.21,CV,na,19.99,60.0,1.0,18.4
66,2458553.52928,15.179,0.019,13.772,14.394,14.998,1.22,CV,na,19.99,60.0,1.0,18.8
67,2458553.53146,15.235,0.016,13.772,14.413,15.021,1.22,CV,na,20.04,60.0,1.0,18.4
68,2458553.5336,15.264,0.017,13.772,14.405,14.974,1.23,CV,na,20.0,60.0,1.0,18.4
69,2458553.5358,15.309,0.017,13.772,14.391,14.975,1.24,CV,na,20.08,60.0,1.0,18.5
70,2458553.53796,15.37,0.018,13.772,14.418,14.999,1.25,CV,na,20.12,60.0,1.0,18.6
71,2458553.54016,15.363,0.016,13.772,14.427,14.99,1.25,CV,na,20.11,60.0,1.0,18.9
