,Date,Obj1,Err,Star1,Star2,Star3,Airm, Filter,Group,SkyBri.,Expo time,SnapShots,LimitingMagnitude
80,2458552.57545,15.294,0.014,13.772,14.417,15.011,1.4,CV,na,20.08,60.0,1.0,19.1
81,2458552.57779,15.293,0.014,13.772,14.418,14.993,1.41,CV,na,20.05,60.0,1.0,19.1
82,2458552.57985,15.28,0.014,13.772,14.434,15.005,1.42,CV,na,20.05,60.0,1.0,18.5
83,2458552.58199,15.266,0.014,13.772,14.386,14.998,1.44,CV,na,20.03,60.0,1.0,19.1
84,2458552.58406,15.161,0.013,13.772,14.395,15.007,1.45,CV,na,19.97,60.0,1.0,19.1
85,2458552.58622,15.154,0.013,13.772,14.4,14.987,1.46,CV,na,19.91,60.0,1.0,19.0
86,2458552.58834,15.172,0.015,13.772,14.415,14.999,1.48,CV,na,19.82,60.0,1.0,18.9
87,2458552.59041,15.174,0.015,13.772,14.416,14.999,1.49,CV,na,19.84,60.0,1.0,19.0
88,2458552.59252,15.196,0.022,13.772,14.395,14.998,1.5,CV,na,19.82,60.0,1.0,19.0
89,2458552.59446,15.155,0.02,13.772,14.377,15.004,1.51,CV,na,19.82,60.0,1.0,18.9
90,2458552.59638,15.146,0.019,13.772,14.395,14.988,1.53,CV,na,19.81,60.0,1.0,18.9
91,2458552.59836,15.212,0.016,13.772,14.417,14.978,1.54,CV,na,19.81,60.0,1.0,18.8
92,2458552.60043,15.344,0.018,13.772,14.431,15.002,1.56,CV,na,19.78,60.0,1.0,18.9
93,2458552.60241,15.388,0.018,13.772,14.411,14.982,1.57,CV,na,19.78,60.0,1.0,18.5
94,2458552.60433,15.406,0.019,13.772,14.408,14.987,1.58,CV,na,19.76,60.0,1.0,18.8
95,2458552.60624,15.432,0.02,13.772,14.397,15.031,1.6,CV,na,19.67,60.0,1.0,18.8
96,2458552.60822,15.344,0.021,13.772,14.442,14.975,1.61,CV,na,19.53,60.0,1.0,18.6
97,2458552.61015,15.246,0.021,13.772,14.404,14.993,1.63,CV,na,19.42,60.0,1.0,18.5
