,Date,Obj1,Err,Star1,Star2,Star3,Airm, Filter,Group,SkyBri.,Expo time,SnapShots,LimitingMagnitude
26,2458541.49392,15.141,0.01,13.772,14.439,15.027,1.06,CV,na,20.7,60.0,1.0,18.8
27,2458541.49601,14.989,0.01,13.772,14.42,14.986,1.07,CV,na,20.65,60.0,1.0,18.9
28,2458541.49817,14.948,0.01,13.772,14.427,15.01,1.07,CV,na,20.68,60.0,1.0,18.8
29,2458541.50022,14.878,0.009,13.772,14.428,15.009,1.07,CV,na,20.7,60.0,1.0,18.7
30,2458541.50223,14.924,0.009,13.772,14.411,14.981,1.08,CV,na,20.7,60.0,1.0,18.8
31,2458541.50434,14.902,0.009,13.772,14.425,15.006,1.08,CV,na,20.69,60.0,1.0,18.8
32,2458541.50639,14.873,0.009,13.772,14.426,15.012,1.08,CV,na,20.68,60.0,1.0,18.8
33,2458541.5084,14.862,0.009,13.772,14.425,14.988,1.08,CV,na,20.67,60.0,1.0,18.8
34,2458541.51059,14.96,0.01,13.772,14.425,15.015,1.09,CV,na,20.64,60.0,1.0,18.7
35,2458541.51263,15.026,0.01,13.772,14.432,14.992,1.09,CV,na,20.7,60.0,1.0,18.8
36,2458541.51465,15.062,0.01,13.772,14.429,14.98,1.1,CV,na,20.69,60.0,1.0,18.8
37,2458541.51676,15.057,0.01,13.772,14.437,15.003,1.1,CV,na,20.64,60.0,1.0,18.9
38,2458541.51881,15.044,0.011,13.772,14.438,14.987,1.1,CV,na,20.55,60.0,1.0,18.7
39,2458541.52083,15.071,0.011,13.772,14.418,14.997,1.11,CV,na,20.61,60.0,1.0,18.7
40,2458541.52293,15.126,0.011,13.772,14.426,14.978,1.11,CV,na,20.56,60.0,1.0,18.8
41,2458541.5249,15.104,0.011,13.772,14.416,14.996,1.12,CV,na,20.56,60.0,1.0,18.8
42,2458541.52688,15.059,0.011,13.772,14.418,14.985,1.12,CV,na,20.54,60.0,1.0,18.7
43,2458541.52892,15.014,0.011,13.772,14.429,15.008,1.12,CV,na,20.5,60.0,1.0,18.9
44,2458541.53094,15.091,0.012,13.772,14.442,15.003,1.13,CV,na,20.54,60.0,1.0,18.8
45,2458541.53287,15.092,0.011,13.772,14.436,15.002,1.13,CV,na,20.51,60.0,1.0,19.0
46,2458541.53494,15.069,0.011,13.772,14.437,14.965,1.14,CV,na,20.45,60.0,1.0,18.8
47,2458541.53712,15.066,0.012,13.772,14.421,14.954,1.14,CV,na,20.37,60.0,1.0,18.6
48,2458541.53899,15.041,0.013,13.772,14.417,14.998,1.15,CV,na,20.29,60.0,1.0,19.1
49,2458541.54093,15.06,0.013,13.772,14.426,15.016,1.15,CV,na,20.22,60.0,1.0,18.7
50,2458541.54282,15.047,0.013,13.772,14.453,15.001,1.16,CV,na,20.32,60.0,1.0,19.2
51,2458541.5447,15.012,0.013,13.772,14.425,14.944,1.16,CV,na,20.15,60.0,1.0,18.9
52,2458541.54662,15.105,0.014,13.772,14.425,14.988,1.17,CV,na,20.35,60.0,1.0,18.9
53,2458541.54853,15.036,0.013,13.772,14.416,14.977,1.17,CV,na,20.35,60.0,1.0,18.8
54,2458541.55042,15.007,0.012,13.772,14.432,14.999,1.18,CV,na,20.39,60.0,1.0,19.0
55,2458541.55235,15.031,0.012,13.772,14.423,14.967,1.18,CV,na,20.31,60.0,1.0,18.7
56,2458541.55446,15.001,0.011,13.772,14.434,14.987,1.19,CV,na,20.34,60.0,1.0,18.7
57,2458541.55637,15.009,0.011,13.772,14.409,14.981,1.2,CV,na,20.38,60.0,1.0,18.9
58,2458541.55829,14.975,0.011,13.772,14.421,14.983,1.2,CV,na,20.36,60.0,1.0,18.8
59,2458541.56016,15.073,0.012,13.772,14.414,14.986,1.21,CV,na,20.29,60.0,1.0,18.6
60,2458541.56205,15.108,0.012,13.772,14.412,14.979,1.22,CV,na,20.27,60.0,1.0,18.8
61,2458541.56398,15.111,0.013,13.772,14.406,14.974,1.22,CV,na,20.3,60.0,1.0,18.8
62,2458541.56586,15.049,0.012,13.772,14.425,14.981,1.23,CV,na,20.32,60.0,1.0,18.6
63,2458541.56773,15.042,0.012,13.772,14.404,14.97,1.23,CV,na,20.22,60.0,1.0,18.8
64,2458541.56965,15.019,0.014,13.772,14.425,15.003,1.24,CV,na,20.08,60.0,1.0,18.5
65,2458541.57153,14.978,0.013,13.772,14.419,14.968,1.25,CV,na,20.11,60.0,1.0,18.5
66,2458541.57361,14.98,0.013,13.772,14.431,14.961,1.26,CV,na,20.01,60.0,1.0,18.5
67,2458541.57552,14.993,0.014,13.772,14.423,14.949,1.26,CV,na,19.99,60.0,1.0,18.5
68,2458541.5774,14.99,0.014,13.772,14.427,14.937,1.27,CV,na,19.92,60.0,1.0,18.3
69,2458541.57931,15.009,0.015,13.772,14.416,14.933,1.28,CV,na,19.82,60.0,1.0,18.4
70,2458541.58123,14.915,0.015,13.772,14.412,14.975,1.29,CV,na,19.74,60.0,1.0,18.4
71,2458541.5831,14.936,0.016,13.772,14.422,14.934,1.29,CV,na,19.66,60.0,1.0,18.1
72,2458541.58498,15.045,0.017,13.772,14.392,14.914,1.3,CV,na,19.65,60.0,1.0,18.3
73,2458541.58691,15.079,0.018,13.772,14.406,14.944,1.31,CV,na,19.64,60.0,1.0,18.2
74,2458541.58878,15.017,0.015,13.772,14.41,14.961,1.32,CV,na,19.87,60.0,1.0,18.3
75,2458541.59065,14.96,0.013,13.772,14.431,14.946,1.33,CV,na,19.89,60.0,1.0,18.6
76,2458541.59257,14.976,0.013,13.772,14.431,14.974,1.34,CV,na,19.9,60.0,1.0,18.6
77,2458541.59446,14.915,0.013,13.772,14.43,14.954,1.34,CV,na,19.87,60.0,1.0,18.4
78,2458541.59632,14.987,0.012,13.772,14.419,14.979,1.35,CV,na,19.89,60.0,1.0,18.7
79,2458541.59824,14.962,0.013,13.772,14.425,14.991,1.36,CV,na,19.82,60.0,1.0,18.6
80,2458541.60014,14.93,0.012,13.772,14.445,14.976,1.37,CV,na,19.8,60.0,1.0,18.6
81,2458541.60091,14.975,0.014,13.772,14.433,14.991,1.38,CV,na,19.69,60.0,1.0,18.5
82,2458541.6017,14.916,0.013,13.772,14.407,14.964,1.38,CV,na,19.73,60.0,1.0,18.5
83,2458541.60253,14.884,0.013,13.772,14.419,14.97,1.39,CV,na,19.74,60.0,1.0,18.6
84,2458541.60331,14.85,0.014,13.772,14.432,14.947,1.39,CV,na,19.61,60.0,1.0,18.5
85,2458541.6041,14.837,0.012,13.772,14.411,14.99,1.39,CV,na,19.77,60.0,1.0,18.6
86,2458541.60487,14.845,0.012,13.772,14.433,15.006,1.4,CV,na,19.8,60.0,1.0,18.6
87,2458541.60566,14.805,0.012,13.772,14.421,14.973,1.4,CV,na,19.76,60.0,1.0,18.4
88,2458541.60645,14.793,0.011,13.772,14.405,15.001,1.41,CV,na,19.78,60.0,1.0,18.6
89,2458541.60727,14.849,0.011,13.772,14.425,14.993,1.41,CV,na,19.78,60.0,1.0,18.7
90,2458541.61372,14.81,0.011,13.772,14.398,14.946,1.45,CV,na,19.69,60.0,1.0,18.9
91,2458541.61564,14.804,0.011,13.772,14.377,14.95,1.46,CV,na,19.67,60.0,1.0,18.9
92,2458541.61755,14.813,0.011,13.772,14.395,14.951,1.47,CV,na,19.65,60.0,1.0,18.9
93,2458541.61953,14.873,0.012,13.772,14.344,14.947,1.48,CV,na,19.51,60.0,1.0,18.7
94,2458541.62147,14.904,0.012,13.772,14.401,15.0,1.49,CV,na,19.64,60.0,1.0,19.0
95,2458541.62341,14.993,0.012,13.772,14.383,14.998,1.51,CV,na,19.61,60.0,1.0,19.0
96,2458541.62539,15.096,0.012,13.772,14.412,14.995,1.52,CV,na,19.67,60.0,1.0,19.1
97,2458541.62753,15.275,0.014,13.772,14.379,14.961,1.53,CV,na,19.58,60.0,1.0,19.0
98,2458541.62946,15.501,0.016,13.772,14.42,14.966,1.55,CV,na,19.74,60.0,1.0,19.1
99,2458541.63139,15.656,0.017,13.772,14.414,14.969,1.56,CV,na,19.69,60.0,1.0,19.1
100,2458541.63332,15.848,0.021,13.772,14.401,14.953,1.58,CV,na,19.62,60.0,1.0,19.1
101,2458541.63524,16.097,0.025,13.772,14.409,14.953,1.59,CV,na,19.61,60.0,1.0,19.1
102,2458541.6372,16.446,0.054,13.772,14.397,14.968,1.6,CV,na,19.54,60.0,1.0,19.0
103,2458541.63911,16.361,0.034,13.772,14.41,14.952,1.62,CV,na,19.57,60.0,1.0,19.1
104,2458541.6411,16.167,0.031,13.772,14.413,14.949,1.64,CV,na,19.43,60.0,1.0,18.9
105,2458541.64334,15.94,0.036,13.772,14.412,14.969,1.65,CV,na,19.51,60.0,1.0,19.0
106,2458541.64525,15.638,0.02,13.772,14.403,14.954,1.67,CV,na,19.44,60.0,1.0,19.0
107,2458541.64723,15.307,0.016,13.772,14.379,14.97,1.69,CV,na,19.39,60.0,1.0,18.9
108,2458541.64918,15.186,0.014,13.772,14.4,14.975,1.7,CV,na,19.38,60.0,1.0,18.9
109,2458541.6511,15.047,0.013,13.772,14.388,14.958,1.72,CV,na,19.38,60.0,1.0,18.9
110,2458541.65302,14.992,0.012,13.772,14.422,14.959,1.74,CV,na,19.45,60.0,1.0,19.0
111,2458541.65498,14.924,0.011,13.772,14.397,14.971,1.76,CV,na,19.39,60.0,1.0,18.9
112,2458541.65689,14.916,0.012,13.772,14.403,14.956,1.77,CV,na,19.33,60.0,1.0,18.9
113,2458541.65882,14.941,0.012,13.772,14.397,14.986,1.79,CV,na,19.36,60.0,1.0,18.9
114,2458541.66075,14.965,0.012,13.772,14.374,14.924,1.81,CV,na,19.3,60.0,1.0,18.8
115,2458541.66267,14.992,0.013,13.772,14.389,14.962,1.83,CV,na,19.26,60.0,1.0,18.8
116,2458541.66457,14.964,0.013,13.772,14.373,14.98,1.85,CV,na,19.22,60.0,1.0,18.8
117,2458541.66656,15.012,0.014,13.772,14.399,14.976,1.87,CV,na,19.21,60.0,1.0,18.9
118,2458541.6685,14.965,0.014,13.772,14.39,14.941,1.89,CV,na,19.15,60.0,1.0,18.7
119,2458541.67042,15.0,0.017,13.772,14.393,14.956,1.92,CV,na,19.04,60.0,1.0,18.6
120,2458541.67238,15.016,0.016,13.772,14.406,14.928,1.94,CV,na,19.01,60.0,1.0,18.6
121,2458541.67431,15.009,0.016,13.772,14.39,14.935,1.96,CV,na,18.98,60.0,1.0,18.6
122,2458541.67622,14.897,0.013,13.772,14.388,14.938,1.98,CV,na,19.09,60.0,1.0,18.7
123,2458541.67818,15.008,0.016,13.772,14.385,14.933,2.01,CV,na,19.01,60.0,1.0,18.7
124,2458541.6801,15.037,0.015,13.772,14.406,14.939,2.03,CV,na,18.98,60.0,1.0,18.7
125,2458541.68203,15.029,0.017,13.772,14.378,14.926,2.06,CV,na,18.94,60.0,1.0,18.7
126,2458541.68399,15.078,0.017,13.772,14.392,14.952,2.08,CV,na,18.93,60.0,1.0,18.3
127,2458541.68591,15.116,0.017,13.772,14.402,14.947,2.11,CV,na,18.95,60.0,1.0,18.3
128,2458541.68784,15.064,0.017,13.772,14.383,14.954,2.14,CV,na,18.88,60.0,1.0,18.6
129,2458541.68979,15.005,0.02,13.772,14.381,14.936,2.16,CV,na,18.77,60.0,1.0,18.5
130,2458541.69174,15.029,0.019,13.772,14.347,14.919,2.19,CV,na,18.71,60.0,1.0,18.5
131,2458541.69366,15.047,0.021,13.772,14.393,14.948,2.22,CV,na,18.67,60.0,1.0,18.3
132,2458541.6956,15.032,0.021,13.772,14.423,14.988,2.25,CV,na,18.66,60.0,1.0,18.1
133,2458541.69755,15.109,0.021,13.772,14.379,14.96,2.28,CV,na,18.74,60.0,1.0,18.4
134,2458541.69948,15.051,0.019,13.772,14.383,14.974,2.31,CV,na,18.78,60.0,1.0,18.5
135,2458541.70145,15.037,0.017,13.772,14.349,14.88,2.35,CV,na,18.74,60.0,1.0,18.4
136,2458541.70337,15.056,0.02,13.772,14.318,14.888,2.38,CV,na,18.71,60.0,1.0,18.5
