,NAME,Date,Obj1,MAGERR,FILTER,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AIRMASS,GROUP,CHART,NOTES
0,BH Lyn,2458546.5366550926,15.280999999999999,0.023,CV,NO,STD,000-BJZ-142,13.115,000-BJZ-143,13.823,1.133,,4145or,na
1,BH Lyn,2458546.5378703703,15.235999999999999,0.024,CV,NO,STD,000-BJZ-142,13.115,000-BJZ-143,13.827,1.13,,4145or,na
2,BH Lyn,2458546.539074074,15.331,0.023,CV,NO,STD,000-BJZ-142,13.082,000-BJZ-143,13.823,1.128,,4145or,na
3,BH Lyn,2458546.5402893517,15.28,0.024,CV,NO,STD,000-BJZ-142,13.099,000-BJZ-143,13.835,1.125,,4145or,na
4,BH Lyn,2458546.5414930554,15.299000000000001,0.024,CV,NO,STD,000-BJZ-142,13.103,000-BJZ-143,13.817,1.122,,4145or,na
5,BH Lyn,2458546.546979166,15.286,0.024,CV,NO,STD,000-BJZ-142,13.109000000000002,000-BJZ-143,13.850999999999999,1.11,,4145or,na
6,BH Lyn,2458546.5481944443,15.32,0.024,CV,NO,STD,000-BJZ-142,13.117,000-BJZ-143,13.860999999999999,1.1079999999999999,,4145or,na
7,BH Lyn,2458546.549409722,15.349,0.025,CV,NO,STD,000-BJZ-142,13.130999999999998,000-BJZ-143,13.831,1.105,,4145or,na
8,BH Lyn,2458546.550625,15.335999999999999,0.024,CV,NO,STD,000-BJZ-142,13.12,000-BJZ-143,13.866,1.103,,4145or,na
9,BH Lyn,2458546.5647685183,15.368,0.023,CV,NO,STD,000-BJZ-142,13.02,000-BJZ-143,13.738,1.077,,4145or,na
10,BH Lyn,2458546.5715625,15.335999999999999,0.022000000000000002,CV,NO,STD,000-BJZ-142,13.014000000000001,000-BJZ-143,13.717,1.0659999999999998,,4145or,na
11,BH Lyn,2458546.5727777774,15.315,0.022000000000000002,CV,NO,STD,000-BJZ-142,13.024000000000001,000-BJZ-143,13.727,1.064,,4145or,na
12,BH Lyn,2458546.5739814816,15.234000000000002,0.02,CV,NO,STD,000-BJZ-142,13.025,000-BJZ-143,13.74,1.063,,4145or,na
13,BH Lyn,2458546.57519676,15.212,0.02,CV,NO,STD,000-BJZ-142,13.034,000-BJZ-143,13.745999999999999,1.061,,4145or,na
14,BH Lyn,2458546.576400463,15.205,0.021,CV,NO,STD,000-BJZ-142,13.013,000-BJZ-143,13.731,1.0590000000000002,,4145or,na
15,BH Lyn,2458546.5776157407,15.15,0.019,CV,NO,STD,000-BJZ-142,13.01,000-BJZ-143,13.709000000000001,1.057,,4145or,na
16,BH Lyn,2458546.5788310184,15.07,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.022,000-BJZ-143,13.73,1.056,,4145or,na
17,BH Lyn,2458546.5800347216,15.103,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.024000000000001,000-BJZ-143,13.782,1.054,,4145or,na
18,BH Lyn,2458546.582453704,15.109000000000002,0.019,CV,NO,STD,000-BJZ-142,13.048,000-BJZ-143,13.72,1.051,,4145or,na
19,BH Lyn,2458546.5836689817,15.093,0.02,CV,NO,STD,000-BJZ-142,13.114,000-BJZ-143,13.849,1.05,,4145or,na
20,BH Lyn,2458546.5848726854,15.071,0.019,CV,NO,STD,000-BJZ-142,13.05,000-BJZ-143,13.783,1.048,,4145or,na
21,BH Lyn,2458546.5860763886,15.126,0.019,CV,NO,STD,000-BJZ-142,13.022,000-BJZ-143,13.765,1.047,,4145or,na
22,BH Lyn,2458546.5872800928,15.026,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.054,000-BJZ-143,13.772,1.045,,4145or,na
23,BH Lyn,2458546.5884953705,15.019,0.017,CV,NO,STD,000-BJZ-142,13.014000000000001,000-BJZ-143,13.727,1.044,,4145or,na
24,BH Lyn,2458546.589710648,15.093,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.017999999999999,000-BJZ-143,13.75,1.043,,4145or,na
25,BH Lyn,2458546.590914352,15.168,0.02,CV,NO,STD,000-BJZ-142,13.045,000-BJZ-143,13.74,1.041,,4145or,na
26,BH Lyn,2458546.5921296296,15.097000000000001,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.029000000000002,000-BJZ-143,13.747,1.04,,4145or,na
27,BH Lyn,2458546.5933449073,15.088,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.07,000-BJZ-143,13.765,1.0390000000000001,,4145or,na
28,BH Lyn,2458546.5945486114,15.067,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.05,000-BJZ-143,13.767000000000001,1.037,,4145or,na
29,BH Lyn,2458546.5957523147,15.113,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.036,000-BJZ-143,13.739,1.036,,4145or,na
30,BH Lyn,2458546.5969675924,15.068,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.040999999999999,000-BJZ-143,13.742,1.035,,4145or,na
31,BH Lyn,2458546.5981828705,14.991,0.017,CV,NO,STD,000-BJZ-142,13.068,000-BJZ-143,13.764000000000001,1.034,,4145or,na
32,BH Lyn,2458546.5993865742,15.07,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.057,000-BJZ-143,13.755999999999998,1.033,,4145or,na
33,BH Lyn,2458546.600601852,15.14,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.012,000-BJZ-143,13.741,1.032,,4145or,na
34,BH Lyn,2458546.601805556,15.110999999999999,0.019,CV,NO,STD,000-BJZ-142,13.052999999999999,000-BJZ-143,13.758,1.031,,4145or,na
35,BH Lyn,2458546.60300926,15.037,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.049000000000001,000-BJZ-143,13.759,1.03,,4145or,na
36,BH Lyn,2458546.604212963,15.027999999999999,0.019,CV,NO,STD,000-BJZ-142,13.135,000-BJZ-143,13.865,1.0290000000000001,,4145or,na
37,BH Lyn,2458546.6054282407,15.078,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.075999999999999,000-BJZ-143,13.786,1.028,,4145or,na
38,BH Lyn,2458546.6066319444,15.081,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.043,000-BJZ-143,13.734000000000002,1.0270000000000001,,4145or,na
39,BH Lyn,2458546.6078472217,15.093,0.019,CV,NO,STD,000-BJZ-142,13.093,000-BJZ-143,13.814,1.026,,4145or,na
40,BH Lyn,2458546.6090625,15.044,0.019,CV,NO,STD,000-BJZ-142,13.126,000-BJZ-143,13.850999999999999,1.025,,4145or,na
41,BH Lyn,2458546.610277777,15.067,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.040999999999999,000-BJZ-143,13.77,1.024,,4145or,na
42,BH Lyn,2458546.6114814808,15.11,0.019,CV,NO,STD,000-BJZ-142,13.065,000-BJZ-143,13.794,1.023,,4145or,na
43,BH Lyn,2458546.6126851845,15.165999999999999,0.019,CV,NO,STD,000-BJZ-142,13.035,000-BJZ-143,13.739,1.023,,4145or,na
44,BH Lyn,2458546.6138888886,15.198,0.021,CV,NO,STD,000-BJZ-142,13.05,000-BJZ-143,13.758,1.022,,4145or,na
45,BH Lyn,2458546.615104167,15.308,0.021,CV,NO,STD,000-BJZ-142,13.043,000-BJZ-143,13.753,1.021,,4145or,na
46,BH Lyn,2458546.6163078705,15.359000000000002,0.023,CV,NO,STD,000-BJZ-142,13.039000000000001,000-BJZ-143,13.732999999999999,1.021,,4145or,na
47,BH Lyn,2458546.617523148,15.508,0.025,CV,NO,STD,000-BJZ-142,13.022,000-BJZ-143,13.732999999999999,1.02,,4145or,na
48,BH Lyn,2458546.618726852,15.661,0.028999999999999998,CV,NO,STD,000-BJZ-142,13.047,000-BJZ-143,13.753,1.0190000000000001,,4145or,na
49,BH Lyn,2458546.619930556,15.835999999999999,0.035,CV,NO,STD,000-BJZ-142,13.032,000-BJZ-143,13.732000000000001,1.0190000000000001,,4145or,na
50,BH Lyn,2458546.6211458333,15.908,0.037000000000000005,CV,NO,STD,000-BJZ-142,13.045,000-BJZ-143,13.73,1.018,,4145or,na
51,BH Lyn,2458546.6223611115,16.276,0.05,CV,NO,STD,000-BJZ-142,13.02,000-BJZ-143,13.74,1.0170000000000001,,4145or,na
52,BH Lyn,2458546.6235763887,16.485,0.059000000000000004,CV,NO,STD,000-BJZ-142,13.005,000-BJZ-143,13.728,1.0170000000000001,,4145or,na
53,BH Lyn,2458546.624791667,16.727999999999998,0.076,CV,NO,STD,000-BJZ-142,13.009,000-BJZ-143,13.717,1.016,,4145or,na
54,BH Lyn,2458546.6303935186,16.31,0.051,CV,NO,STD,000-BJZ-142,13.026,000-BJZ-143,13.724,1.014,,4145or,na
