,NAME,Date,Obj1,MAGERR,FILTER,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AIRMASS,GROUP,CHART,NOTES
0,BH Lyn,2458547.5603009257,16.436,0.064,CV,NO,STD,000-BJZ-142,13.057,000-BJZ-143,13.749,1.079,,4145or,na
1,BH Lyn,2458547.561516204,16.754,0.10099999999999999,CV,NO,STD,000-BJZ-142,13.177,000-BJZ-143,13.888,1.077,,4145or,na
2,BH Lyn,2458547.5627314816,16.659000000000002,0.081,CV,NO,STD,000-BJZ-142,13.093,000-BJZ-143,13.792,1.075,,4145or,na
3,BH Lyn,2458547.5639351853,16.77,0.147,CV,NO,STD,000-BJZ-142,13.408,000-BJZ-143,14.126,1.073,,4145or,na
4,BH Lyn,2458547.565162037,16.375,0.10400000000000001,CV,NO,STD,000-BJZ-142,13.4,000-BJZ-143,14.119000000000002,1.071,,4145or,na
5,BH Lyn,2458547.5663657407,16.078,0.107,CV,NO,STD,000-BJZ-142,13.633,000-BJZ-143,14.288,1.07,,4145or,na
6,BH Lyn,2458547.5675694444,15.98,0.042,CV,NO,STD,000-BJZ-142,13.077,000-BJZ-143,13.79,1.068,,4145or,na
7,BH Lyn,2458547.568796296,15.770999999999999,0.038,CV,NO,STD,000-BJZ-142,13.132,000-BJZ-143,13.825,1.0659999999999998,,4145or,na
8,BH Lyn,2458547.57,15.73,0.11599999999999999,CV,NO,STD,000-BJZ-142,13.78,000-BJZ-143,14.464,1.064,,4145or,na
9,BH Lyn,2458547.5712037035,15.630999999999998,0.064,CV,NO,STD,000-BJZ-142,13.558,000-BJZ-143,14.199000000000002,1.062,,4145or,na
10,BH Lyn,2458547.572407407,15.470999999999998,0.028999999999999998,CV,NO,STD,000-BJZ-142,13.099,000-BJZ-143,13.82,1.061,,4145or,na
11,BH Lyn,2458547.573611111,15.405999999999999,0.025,CV,NO,STD,000-BJZ-142,13.056,000-BJZ-143,13.782,1.0590000000000002,,4145or,na
12,BH Lyn,2458547.5748263886,15.337,0.028999999999999998,CV,NO,STD,000-BJZ-142,13.197000000000001,000-BJZ-143,13.904000000000002,1.057,,4145or,na
13,BH Lyn,2458547.576030093,15.329,0.033,CV,NO,STD,000-BJZ-142,13.27,000-BJZ-143,14.009,1.056,,4145or,na
14,BH Lyn,2458547.5772453705,15.372,0.114,CV,NO,STD,000-BJZ-142,14.187000000000001,000-BJZ-143,14.856,1.054,,4145or,na
15,BH Lyn,2458547.578460648,15.276,0.036000000000000004,CV,NO,STD,000-BJZ-142,13.370999999999999,000-BJZ-143,14.06,1.052,,4145or,na
16,BH Lyn,2458547.5796759254,15.36,0.055,CV,NO,STD,000-BJZ-142,13.63,000-BJZ-143,14.315,1.051,,4145or,na
17,BH Lyn,2458547.5808796296,15.315999999999999,0.033,CV,NO,STD,000-BJZ-142,13.312000000000001,000-BJZ-143,14.015999999999998,1.0490000000000002,,4145or,na
18,BH Lyn,2458547.5820949073,15.254000000000001,0.044000000000000004,CV,NO,STD,000-BJZ-142,13.508,000-BJZ-143,14.167,1.048,,4145or,na
19,BH Lyn,2458547.5832986115,15.290999999999999,0.066,CV,NO,STD,000-BJZ-142,13.72,000-BJZ-143,14.472000000000001,1.047,,4145or,na
20,BH Lyn,2458547.5845138887,15.373,0.172,CV,NO,STD,000-BJZ-142,14.487,000-BJZ-143,15.18,1.045,,4145or,na
21,BH Lyn,2458547.58693287,15.231,0.037000000000000005,CV,NO,STD,000-BJZ-142,13.421,000-BJZ-143,14.081,1.042,,4145or,na
22,BH Lyn,2458547.5881365743,15.290999999999999,0.055,CV,NO,STD,000-BJZ-142,13.616,000-BJZ-143,14.338,1.041,,4145or,na
23,BH Lyn,2458547.59175926,15.436,0.153,CV,NO,STD,000-BJZ-142,14.289000000000001,000-BJZ-143,14.98,1.037,,4145or,na
24,BH Lyn,2458547.592962963,15.120999999999999,0.040999999999999995,CV,NO,STD,000-BJZ-142,13.53,000-BJZ-143,14.274000000000001,1.036,,4145or,na
25,BH Lyn,2458547.5941666667,15.02,0.075,CV,NO,STD,000-BJZ-142,14.035,000-BJZ-143,14.79,1.035,,4145or,na
26,BH Lyn,2458547.5953703704,15.172,0.032,CV,NO,STD,000-BJZ-142,13.308,000-BJZ-143,14.038,1.034,,4145or,na
27,BH Lyn,2458547.596585648,15.217,0.076,CV,NO,STD,000-BJZ-142,13.937000000000001,000-BJZ-143,14.662,1.033,,4145or,na
28,BH Lyn,2458547.597789352,15.186,0.024,CV,NO,STD,000-BJZ-142,13.155,000-BJZ-143,13.853,1.032,,4145or,na
29,BH Lyn,2458547.5989930555,15.218,0.027000000000000003,CV,NO,STD,000-BJZ-142,13.217,000-BJZ-143,13.91,1.031,,4145or,na
30,BH Lyn,2458547.6002083328,15.158,0.076,CV,NO,STD,000-BJZ-142,13.972999999999999,000-BJZ-143,14.692,1.03,,4145or,na
31,BH Lyn,2458547.601412037,15.189,0.048,CV,NO,STD,000-BJZ-142,13.620999999999999,000-BJZ-143,14.349,1.0290000000000001,,4145or,na
32,BH Lyn,2458547.602615741,15.11,0.031,CV,NO,STD,000-BJZ-142,13.402000000000001,000-BJZ-143,14.07,1.028,,4145or,na
33,BH Lyn,2458547.6062384257,15.198,0.03,CV,NO,STD,000-BJZ-142,13.293,000-BJZ-143,14.017000000000001,1.025,,4145or,na
34,BH Lyn,2458547.607442129,15.265999999999998,0.022000000000000002,CV,NO,STD,000-BJZ-142,13.081,000-BJZ-143,13.814,1.024,,4145or,na
35,BH Lyn,2458547.608657408,15.27,0.025,CV,NO,STD,000-BJZ-142,13.154000000000002,000-BJZ-143,13.839,1.023,,4145or,na
36,BH Lyn,2458547.6098611117,15.255,0.027999999999999997,CV,NO,STD,000-BJZ-142,13.262,000-BJZ-143,13.987,1.023,,4145or,na
37,BH Lyn,2458547.611076389,15.136,0.026000000000000002,CV,NO,STD,000-BJZ-142,13.222999999999999,000-BJZ-143,13.902000000000001,1.022,,4145or,na
38,BH Lyn,2458547.6122916667,15.157,0.05,CV,NO,STD,000-BJZ-142,13.59,000-BJZ-143,14.343,1.021,,4145or,na
