,NAME,Date,Obj1,MAGERR,FILTER,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AIRMASS,GROUP,CHART,NOTES
0,BH Lyn,2458554.530925926,15.097999999999999,0.022000000000000002,CV,NO,STD,000-BJZ-142,12.993,000-BJZ-143,13.703,1.0979999999999999,,4145or,na
1,BH Lyn,2458554.5321412035,15.198,0.023,CV,NO,STD,000-BJZ-142,12.982999999999999,000-BJZ-143,13.717,1.0959999999999999,,4145or,na
2,BH Lyn,2458554.5333564808,15.165999999999999,0.021,CV,NO,STD,000-BJZ-142,12.991,000-BJZ-143,13.683,1.093,,4145or,na
3,BH Lyn,2458554.5345601845,15.222999999999999,0.021,CV,NO,STD,000-BJZ-142,12.992,000-BJZ-143,13.728,1.091,,4145or,na
4,BH Lyn,2458554.5357638886,15.119000000000002,0.019,CV,NO,STD,000-BJZ-142,13.011,000-BJZ-143,13.717,1.089,,4145or,na
5,BH Lyn,2458554.536979167,15.171,0.02,CV,NO,STD,000-BJZ-142,12.991,000-BJZ-143,13.703,1.087,,4145or,na
6,BH Lyn,2458554.5381828705,15.081,0.019,CV,NO,STD,000-BJZ-142,13.06,000-BJZ-143,13.748,1.085,,4145or,na
7,BH Lyn,2458554.539386574,15.027999999999999,0.017,CV,NO,STD,000-BJZ-142,12.99,000-BJZ-143,13.713,1.083,,4145or,na
8,BH Lyn,2458554.5405902774,15.022,0.017,CV,NO,STD,000-BJZ-142,12.99,000-BJZ-143,13.705,1.081,,4145or,na
9,BH Lyn,2458554.541805556,15.034,0.017,CV,NO,STD,000-BJZ-142,12.985,000-BJZ-143,13.692,1.078,,4145or,na
10,BH Lyn,2458554.5430092597,15.092,0.018000000000000002,CV,NO,STD,000-BJZ-142,12.975,000-BJZ-143,13.7,1.0759999999999998,,4145or,na
11,BH Lyn,2458554.5466319444,15.072000000000001,0.017,CV,NO,STD,000-BJZ-142,13.017999999999999,000-BJZ-143,13.717,1.071,,4145or,na
12,BH Lyn,2458554.547835648,15.085,0.017,CV,NO,STD,000-BJZ-142,13.004000000000001,000-BJZ-143,13.698,1.069,,4145or,na
13,BH Lyn,2458554.5490509258,15.082,0.017,CV,NO,STD,000-BJZ-142,12.993,000-BJZ-143,13.700999999999999,1.067,,4145or,na
14,BH Lyn,2458554.550254629,15.027999999999999,0.017,CV,NO,STD,000-BJZ-142,13.027000000000001,000-BJZ-143,13.737,1.065,,4145or,na
15,BH Lyn,2458554.5514583327,15.097000000000001,0.018000000000000002,CV,NO,STD,000-BJZ-142,13.026,000-BJZ-143,13.718,1.063,,4145or,na
16,BH Lyn,2458554.552673611,15.227,0.02,CV,NO,STD,000-BJZ-142,13.033,000-BJZ-143,13.744000000000002,1.062,,4145or,na
17,BH Lyn,2458554.5538773146,15.31,0.021,CV,NO,STD,000-BJZ-142,13.003,000-BJZ-143,13.706,1.06,,4145or,na
18,BH Lyn,2458554.5550925927,15.251,0.021,CV,NO,STD,000-BJZ-142,13.068,000-BJZ-143,13.785,1.058,,4145or,na
19,BH Lyn,2458554.5562962964,15.267999999999999,0.021,CV,NO,STD,000-BJZ-142,13.017000000000001,000-BJZ-143,13.728,1.057,,4145or,na
20,BH Lyn,2458554.557511574,15.248,0.019,CV,NO,STD,000-BJZ-142,13.005,000-BJZ-143,13.705,1.055,,4145or,na
21,BH Lyn,2458554.558738426,15.249,0.02,CV,NO,STD,000-BJZ-142,13.023,000-BJZ-143,13.72,1.054,,4145or,na
22,BH Lyn,2458554.559942129,15.224,0.02,CV,NO,STD,000-BJZ-142,13.015999999999998,000-BJZ-143,13.725999999999999,1.052,,4145or,na
23,BH Lyn,2458554.5611574072,15.297,0.021,CV,NO,STD,000-BJZ-142,13.022,000-BJZ-143,13.722999999999999,1.05,,4145or,na
24,BH Lyn,2458554.562361111,15.294,0.023,CV,NO,STD,000-BJZ-142,13.113,000-BJZ-143,13.843,1.0490000000000002,,4145or,na
25,BH Lyn,2458554.5635763886,15.295,0.025,CV,NO,STD,000-BJZ-142,13.241,000-BJZ-143,13.929,1.048,,4145or,na
26,BH Lyn,2458554.5671527777,15.463,0.025,CV,NO,STD,000-BJZ-142,13.050999999999998,000-BJZ-143,13.76,1.043,,4145or,na
27,BH Lyn,2458554.568368056,15.584000000000001,0.025,CV,NO,STD,000-BJZ-142,13.007,000-BJZ-143,13.707,1.042,,4145or,na
28,BH Lyn,2458554.5695833326,15.63,0.028999999999999998,CV,NO,STD,000-BJZ-142,13.013,000-BJZ-143,13.698,1.04,,4145or,na
29,BH Lyn,2458554.570787037,15.894,0.033,CV,NO,STD,000-BJZ-142,13.020999999999999,000-BJZ-143,13.729000000000001,1.0390000000000001,,4145or,na
30,BH Lyn,2458554.572013889,16.128,0.043,CV,NO,STD,000-BJZ-142,13.027999999999999,000-BJZ-143,13.735,1.038,,4145or,na
31,BH Lyn,2458554.5732175927,16.424,0.055,CV,NO,STD,000-BJZ-142,13.027999999999999,000-BJZ-143,13.737,1.037,,4145or,na
32,BH Lyn,2458554.5744328704,16.541,0.062,CV,NO,STD,000-BJZ-142,13.003,000-BJZ-143,13.72,1.036,,4145or,na
33,BH Lyn,2458554.575648148,16.633,0.065,CV,NO,STD,000-BJZ-142,13.004000000000001,000-BJZ-143,13.720999999999998,1.034,,4145or,na
34,BH Lyn,2458554.576851852,16.656,0.07,CV,NO,STD,000-BJZ-142,13.036,000-BJZ-143,13.731,1.033,,4145or,na
35,BH Lyn,2458554.5780555555,16.529,0.064,CV,NO,STD,000-BJZ-142,13.114,000-BJZ-143,13.814,1.032,,4145or,na
36,BH Lyn,2458554.5792708327,16.468,0.059000000000000004,CV,NO,STD,000-BJZ-142,13.044,000-BJZ-143,13.727,1.031,,4145or,na
