,Date,Obj1,Err,Star1,Star2,Star3,Airm, Filter,Group,SkyBri.,Expo time,SnapShots,LimitingMagnitude
53,2458554.3267,15.237,0.008,13.772,14.424,15.134,1.01,CV,na,19.11,60.0,1.0,19.7
54,2458554.32747,15.251,0.007,13.772,14.432,15.143,1.01,CV,na,19.12,60.0,1.0,19.7
55,2458554.32824,15.237,0.007,13.772,14.419,15.139,1.01,CV,na,19.25,60.0,1.0,19.9
56,2458554.3291,15.254,0.007,13.772,14.426,15.133,1.01,CV,na,19.19,60.0,1.0,19.8
57,2458554.32988,15.257,0.007,13.772,14.411,15.122,1.01,CV,na,19.25,60.0,1.0,20.0
58,2458554.33065,15.242,0.007,13.772,14.424,15.132,1.01,CV,na,19.2,60.0,1.0,19.8
59,2458554.33142,15.223,0.007,13.772,14.415,15.13,1.01,CV,na,19.21,60.0,1.0,19.9
60,2458554.33227,15.243,0.007,13.772,14.414,15.14,1.01,CV,na,19.26,60.0,1.0,20.0
61,2458554.33304,15.244,0.007,13.772,14.425,15.139,1.01,CV,na,19.19,60.0,1.0,19.9
62,2458554.33382,15.25,0.007,13.772,14.416,15.134,1.01,CV,na,19.21,60.0,1.0,19.8
63,2458554.33459,15.261,0.007,13.772,14.421,15.133,1.01,CV,na,19.24,60.0,1.0,19.9
64,2458554.33544,15.28,0.007,13.772,14.426,15.126,1.01,CV,na,19.29,60.0,1.0,20.0
65,2458554.3362,15.267,0.007,13.772,14.424,15.122,1.01,CV,na,19.2,60.0,1.0,19.8
66,2458554.33698,15.264,0.007,13.772,14.416,15.115,1.01,CV,na,19.26,60.0,1.0,20.0
67,2458554.33775,15.278,0.007,13.772,14.425,15.142,1.01,CV,na,19.19,60.0,1.0,19.9
68,2458554.3386,15.256,0.007,13.772,14.419,15.135,1.01,CV,na,19.31,60.0,1.0,20.0
69,2458554.33936,15.25,0.007,13.772,14.417,15.142,1.01,CV,na,19.29,60.0,1.0,19.9
70,2458554.34017,15.255,0.007,13.772,14.406,15.129,1.01,CV,na,19.2,60.0,1.0,19.8
71,2458554.34095,15.25,0.007,13.772,14.418,15.131,1.0,CV,na,19.21,60.0,1.0,19.8
72,2458554.34179,15.241,0.008,13.772,14.417,15.143,1.0,CV,na,19.14,60.0,1.0,19.6
73,2458554.34257,15.236,0.007,13.772,14.418,15.117,1.0,CV,na,19.21,60.0,1.0,19.7
74,2458554.34334,15.245,0.007,13.772,14.426,15.126,1.0,CV,na,19.22,60.0,1.0,19.9
75,2458554.34412,15.23,0.007,13.772,14.415,15.118,1.0,CV,na,19.24,60.0,1.0,19.8
76,2458554.34492,15.216,0.007,13.772,14.413,15.122,1.0,CV,na,19.19,60.0,1.0,19.8
77,2458554.34573,15.245,0.007,13.772,14.408,15.129,1.0,CV,na,19.17,60.0,1.0,19.7
78,2458554.35066,15.25,0.007,13.772,14.426,15.128,1.0,CV,na,19.14,60.0,1.0,19.7
79,2458554.35144,15.269,0.007,13.772,14.42,15.135,1.0,CV,na,19.15,60.0,1.0,19.8
80,2458554.35225,15.278,0.008,13.772,14.43,15.134,1.0,CV,na,19.06,60.0,1.0,19.8
81,2458554.35301,15.257,0.007,13.772,14.429,15.132,1.0,CV,na,19.07,60.0,1.0,19.7
82,2458554.35378,15.242,0.007,13.772,14.421,15.126,1.0,CV,na,19.13,60.0,1.0,19.8
83,2458554.35455,15.223,0.008,13.772,14.426,15.124,1.0,CV,na,19.07,60.0,1.0,19.6
84,2458554.3591,15.209,0.008,13.772,14.428,15.109,1.0,CV,na,18.99,60.0,1.0,19.7
85,2458554.35984,15.214,0.008,13.772,14.407,15.101,1.0,CV,na,18.91,60.0,1.0,19.6
86,2458554.36059,15.209,0.008,13.772,14.423,15.101,1.0,CV,na,18.99,60.0,1.0,19.7
87,2458554.36133,15.22,0.008,13.772,14.43,15.098,1.0,CV,na,18.95,60.0,1.0,19.6
88,2458554.36209,15.223,0.008,13.772,14.433,15.091,1.0,CV,na,18.93,60.0,1.0,19.6
89,2458554.36284,15.19,0.009,13.772,14.424,15.092,1.0,CV,na,18.83,60.0,1.0,19.4
90,2458554.36358,15.202,0.008,13.772,14.429,15.09,1.0,CV,na,18.88,60.0,1.0,19.6
91,2458554.36432,15.195,0.008,13.772,14.43,15.096,1.0,CV,na,18.82,60.0,1.0,19.4
92,2458554.36514,15.158,0.008,13.772,14.433,15.102,1.0,CV,na,18.9,60.0,1.0,19.5
93,2458554.36588,15.14,0.008,13.772,14.433,15.116,1.0,CV,na,18.93,60.0,1.0,19.6
94,2458554.36663,15.091,0.008,13.772,14.431,15.103,1.0,CV,na,18.96,60.0,1.0,19.5
95,2458554.36737,15.085,0.007,13.772,14.439,15.122,1.0,CV,na,19.07,60.0,1.0,19.7
96,2458554.36817,15.129,0.007,13.772,14.421,15.106,1.0,CV,na,19.05,60.0,1.0,19.6
97,2458554.36892,15.196,0.007,13.772,14.44,15.13,1.0,CV,na,19.11,60.0,1.0,19.6
98,2458554.36966,15.207,0.009,13.772,14.432,15.097,1.0,CV,na,18.94,60.0,1.0,19.4
99,2458554.37041,15.175,0.007,13.772,14.441,15.122,1.0,CV,na,19.13,60.0,1.0,19.6
100,2458554.37119,15.151,0.007,13.772,14.429,15.114,1.0,CV,na,19.1,60.0,1.0,19.7
101,2458554.37194,15.151,0.007,13.772,14.428,15.117,1.0,CV,na,19.07,60.0,1.0,19.7
102,2458554.37269,15.121,0.007,13.772,14.432,15.108,1.0,CV,na,19.1,60.0,1.0,19.6
103,2458554.37343,15.096,0.008,13.772,14.432,15.103,1.0,CV,na,19.0,60.0,1.0,19.5
104,2458554.37424,15.089,0.007,13.772,14.435,15.107,1.0,CV,na,18.99,60.0,1.0,19.5
105,2458554.37499,15.083,0.007,13.772,14.431,15.095,1.0,CV,na,19.03,60.0,1.0,19.6
106,2458554.37573,15.106,0.007,13.772,14.429,15.102,1.0,CV,na,19.06,60.0,1.0,19.6
107,2458554.37647,15.133,0.007,13.772,14.432,15.098,1.0,CV,na,19.09,60.0,1.0,19.6
