,NAME,Date,Obj1,MAGERR,FILTER,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AIRMASS,GROUP,CHART,NOTES
0,BH Lyn,2458551.6748379627,15.065999999999999,0.023,CV,NO,STD,000-BJZ-142,13.285,000-BJZ-143,13.932,1.03,,4145or,na
1,BH Lyn,2458551.6760416664,15.034,0.023,CV,NO,STD,000-BJZ-142,13.342,000-BJZ-143,14.0,1.031,,4145or,na
2,BH Lyn,2458551.67724537,15.061,0.023,CV,NO,STD,000-BJZ-142,13.31,000-BJZ-143,13.953,1.032,,4145or,na
3,BH Lyn,2458551.6784490743,15.144,0.025,CV,NO,STD,000-BJZ-142,13.315999999999999,000-BJZ-143,13.953,1.033,,4145or,na
4,BH Lyn,2458551.679652778,15.103,0.023,CV,NO,STD,000-BJZ-142,13.309000000000001,000-BJZ-143,13.948,1.034,,4145or,na
5,BH Lyn,2458551.6808564817,15.175999999999998,0.026000000000000002,CV,NO,STD,000-BJZ-142,13.302,000-BJZ-143,13.955,1.035,,4145or,na
6,BH Lyn,2458551.6820601854,15.13,0.024,CV,NO,STD,000-BJZ-142,13.289000000000001,000-BJZ-143,13.964,1.036,,4145or,na
7,BH Lyn,2458551.6832638886,15.133,0.027000000000000003,CV,NO,STD,000-BJZ-142,13.368,000-BJZ-143,14.024000000000001,1.037,,4145or,na
8,BH Lyn,2458551.6844675927,15.151,0.025,CV,NO,STD,000-BJZ-142,13.300999999999998,000-BJZ-143,14.008,1.0390000000000001,,4145or,na
9,BH Lyn,2458551.6856712964,15.062999999999999,0.024,CV,NO,STD,000-BJZ-142,13.327,000-BJZ-143,14.01,1.04,,4145or,na
10,BH Lyn,2458551.686875,15.11,0.024,CV,NO,STD,000-BJZ-142,13.304,000-BJZ-143,13.975,1.041,,4145or,na
11,BH Lyn,2458551.6880787043,15.012,0.023,CV,NO,STD,000-BJZ-142,13.319,000-BJZ-143,13.981,1.043,,4145or,na
12,BH Lyn,2458551.689270833,15.032,0.024,CV,NO,STD,000-BJZ-142,13.368,000-BJZ-143,14.035,1.044,,4145or,na
13,BH Lyn,2458551.6904745367,15.013,0.021,CV,NO,STD,000-BJZ-142,13.312000000000001,000-BJZ-143,13.966,1.045,,4145or,na
14,BH Lyn,2458551.691678241,15.085999999999999,0.023,CV,NO,STD,000-BJZ-142,13.32,000-BJZ-143,13.998,1.047,,4145or,na
