,Date,Obj1,Err,Star1,Star2,Star3,Airm, Filter,Group,SkyBri.,Expo time,SnapShots,LimitingMagnitude
36,2458543.526,15.015,0.015,13.772,14.446,14.975,1.13,CV,na,19.98,60.0,1.0,19.0
37,2458543.52817,14.982,0.103,13.772,14.447,14.976,1.14,CV,na,18.87,60.0,1.0,18.0
38,2458543.5303,15.009,0.048,13.772,14.421,14.946,1.14,CV,na,20.09,60.0,1.0,19.0
39,2458543.53244,15.03,0.078,13.772,14.439,15.005,1.15,CV,na,19.34,60.0,1.0,18.4
40,2458543.53462,15.06,0.024,13.772,14.426,14.976,1.15,CV,na,19.4,60.0,1.0,18.5
41,2458543.53675,15.061,0.026,13.772,14.456,14.94,1.16,CV,na,19.25,60.0,1.0,18.3
42,2458543.54323,14.982,0.017,13.772,14.439,14.972,1.17,CV,na,19.48,60.0,1.0,18.4
43,2458543.54543,14.99,0.017,13.772,14.443,14.973,1.18,CV,na,19.75,60.0,1.0,18.6
44,2458543.54763,14.96,0.015,13.772,14.413,14.95,1.19,CV,na,19.67,60.0,1.0,18.7
45,2458543.54979,15.071,0.017,13.772,14.433,14.988,1.19,CV,na,19.63,60.0,1.0,18.6
46,2458543.55206,15.147,0.016,13.772,14.445,14.982,1.2,CV,na,19.9,60.0,1.0,18.7
47,2458543.5544,15.112,0.014,13.772,14.436,14.962,1.21,CV,na,19.98,60.0,1.0,18.8
48,2458543.55743,15.056,0.024,13.772,14.408,14.973,1.22,CV,na,19.27,60.0,1.0,18.0
49,2458543.5602,15.128,0.025,13.772,14.429,14.997,1.23,CV,na,19.26,60.0,1.0,17.8
50,2458543.56253,15.057,0.02,13.772,14.44,14.967,1.24,CV,na,19.54,60.0,1.0,18.5
51,2458543.56473,15.031,0.015,13.772,14.447,14.971,1.24,CV,na,20.0,60.0,1.0,18.8
52,2458543.56696,14.998,0.014,13.772,14.423,14.958,1.25,CV,na,19.96,60.0,1.0,18.7
53,2458543.5692,14.952,0.017,13.772,14.439,14.935,1.26,CV,na,19.67,60.0,1.0,18.5
54,2458543.57137,15.097,0.028,13.772,14.448,14.947,1.27,CV,na,19.25,60.0,1.0,17.7
55,2458543.57578,15.052,0.035,13.772,14.439,14.925,1.29,CV,na,18.6,60.0,1.0,17.6
56,2458543.57797,15.11,0.024,13.772,14.434,14.95,1.3,CV,na,19.24,60.0,1.0,18.2
57,2458543.58021,15.154,0.027,13.772,14.442,14.993,1.31,CV,na,19.21,60.0,1.0,18.0
58,2458543.58238,15.036,0.034,13.772,14.405,14.983,1.31,CV,na,18.8,60.0,1.0,17.4
59,2458543.58471,15.15,0.023,13.772,14.451,14.948,1.33,CV,na,19.46,60.0,1.0,18.3
60,2458543.58914,15.108,0.018,13.772,14.424,14.932,1.35,CV,na,19.75,60.0,1.0,18.7
61,2458543.59141,15.133,0.024,13.772,14.399,14.978,1.36,CV,na,19.35,60.0,1.0,18.1
62,2458543.59359,15.199,0.037,13.772,14.429,14.898,1.37,CV,na,18.82,60.0,1.0,17.6
63,2458543.59586,15.369,0.074,13.772,14.427,15.016,1.38,CV,na,17.95,60.0,1.0,17.2
64,2458543.59806,15.245,0.052,13.772,14.459,14.958,1.39,CV,na,18.31,60.0,1.0,17.4
65,2458543.60024,15.104,0.037,13.772,14.461,14.925,1.41,CV,na,18.56,60.0,1.0,17.7
66,2458543.60258,15.107,0.041,13.772,14.461,15.058,1.41,CV,na,18.54,60.0,1.0,17.3
67,2458543.60476,15.055,0.03,13.772,14.42,14.942,1.43,CV,na,18.97,60.0,1.0,17.7
68,2458543.60692,14.946,0.037,13.772,14.323,14.862,1.44,CV,na,18.36,60.0,1.0,17.6
69,2458543.60906,14.882,0.044,13.772,14.29,14.82,1.45,CV,na,18.08,60.0,1.0,17.3
70,2458543.61111,14.963,0.069,13.772,14.372,14.963,1.47,CV,na,17.6,60.0,1.0,17.0
71,2458543.61344,14.963,0.083,13.772,14.317,14.866,1.48,CV,na,17.43,60.0,1.0,16.4
72,2458543.67372,15.027,0.095,13.772,14.397,2.02,CV,na,17.05,60.0,1.0,16.6,
73,2458543.67624,15.211,0.099,13.772,14.401,14.858,2.06,CV,na,17.16,60.0,1.0,16.7
