,Date,Obj1,Err,Star1,Star2,Star3,Airm, Filter,Group,SkyBri.,Expo time,SnapShots,LimitingMagnitude
65,2458545.62807,15.159,0.013,13.772,14.421,14.998,1.62,CV,na,19.95,60.0,1.0,19.1
66,2458545.62885,15.111,0.012,13.772,14.415,14.987,1.63,CV,na,19.94,60.0,1.0,19.0
67,2458545.6297,15.08,0.013,13.772,14.409,14.973,1.63,CV,na,19.95,60.0,1.0,18.7
68,2458545.63049,15.158,0.014,13.772,14.41,14.963,1.64,CV,na,19.95,60.0,1.0,18.7
69,2458545.63127,15.195,0.015,13.772,14.423,14.976,1.64,CV,na,19.92,60.0,1.0,18.7
70,2458545.63205,15.211,0.015,13.772,14.416,14.989,1.65,CV,na,19.9,60.0,1.0,18.5
71,2458545.63284,15.207,0.015,13.772,14.419,14.965,1.66,CV,na,19.88,60.0,1.0,18.7
72,2458545.63365,15.221,0.015,13.772,14.427,15.004,1.66,CV,na,19.85,60.0,1.0,19.0
73,2458545.63443,15.191,0.015,13.772,14.414,14.962,1.67,CV,na,19.82,60.0,1.0,18.9
74,2458545.63522,15.15,0.015,13.772,14.428,14.99,1.68,CV,na,19.81,60.0,1.0,18.9
75,2458545.63601,15.122,0.014,13.772,14.423,15.022,1.68,CV,na,19.8,60.0,1.0,18.9
76,2458545.63679,15.084,0.014,13.772,14.434,15.013,1.69,CV,na,19.77,60.0,1.0,18.9
77,2458545.63762,15.052,0.015,13.772,14.414,14.971,1.7,CV,na,19.71,60.0,1.0,18.8
78,2458545.6384,15.011,0.015,13.772,14.406,14.976,1.7,CV,na,19.7,60.0,1.0,18.5
79,2458545.63919,15.057,0.016,13.772,14.419,14.969,1.71,CV,na,19.66,60.0,1.0,18.5
80,2458545.63998,15.077,0.018,13.772,14.403,14.942,1.72,CV,na,19.57,60.0,1.0,18.3
81,2458545.64076,15.119,0.018,13.772,14.406,14.974,1.73,CV,na,19.55,60.0,1.0,18.3
82,2458545.64157,15.087,0.017,13.772,14.411,14.967,1.73,CV,na,19.53,60.0,1.0,18.5
83,2458545.64236,15.081,0.018,13.772,14.406,14.98,1.74,CV,na,19.5,60.0,1.0,18.6
84,2458545.64315,15.1,0.018,13.772,14.426,14.995,1.75,CV,na,19.5,60.0,1.0,18.6
85,2458545.64392,14.996,0.017,13.772,14.383,14.994,1.75,CV,na,19.46,60.0,1.0,18.6
86,2458545.64471,15.011,0.016,13.772,14.408,14.969,1.76,CV,na,19.49,60.0,1.0,18.6
87,2458545.64556,15.047,0.018,13.772,14.403,14.997,1.77,CV,na,19.48,60.0,1.0,18.3
88,2458545.64633,15.069,0.019,13.772,14.384,14.988,1.78,CV,na,19.47,60.0,1.0,18.2
89,2458545.64802,15.108,0.018,13.772,14.397,15.009,1.79,CV,na,19.48,60.0,1.0,18.6
90,2458545.64949,15.188,0.019,13.772,14.382,15.002,1.81,CV,na,19.41,60.0,1.0,18.5
91,2458545.6509,15.256,0.021,13.772,14.397,15.014,1.82,CV,na,19.35,60.0,1.0,18.5
92,2458545.65229,15.234,0.02,13.772,14.372,14.973,1.84,CV,na,19.43,60.0,1.0,18.5
93,2458545.65374,15.182,0.021,13.772,14.402,14.964,1.85,CV,na,19.4,60.0,1.0,18.2
94,2458545.65514,15.158,0.02,13.772,14.447,15.003,1.87,CV,na,19.42,60.0,1.0,18.2
95,2458545.65659,15.131,0.018,13.772,14.397,15.004,1.88,CV,na,19.43,60.0,1.0,18.6
96,2458545.65796,15.197,0.019,13.772,14.412,15.025,1.9,CV,na,19.47,60.0,1.0,18.6
97,2458545.65935,15.111,0.02,13.772,14.371,14.962,1.92,CV,na,19.34,60.0,1.0,18.5
98,2458545.66083,15.078,0.019,13.772,14.395,14.967,1.93,CV,na,19.38,60.0,1.0,18.3
99,2458545.66221,15.097,0.021,13.772,14.412,14.99,1.95,CV,na,19.36,60.0,1.0,18.3
100,2458545.66367,15.134,0.018,13.772,14.392,14.99,1.96,CV,na,19.46,60.0,1.0,18.7
101,2458545.66506,15.18,0.017,13.772,14.436,15.018,1.98,CV,na,19.51,60.0,1.0,18.8
102,2458545.66646,15.121,0.016,13.772,14.394,14.991,2.0,CV,na,19.52,60.0,1.0,18.7
103,2458545.66791,15.182,0.019,13.772,14.397,14.954,2.02,CV,na,19.44,60.0,1.0,18.4
104,2458545.66931,15.212,0.019,13.772,14.401,14.992,2.03,CV,na,19.42,60.0,1.0,18.4
105,2458545.67079,15.269,0.022,13.772,14.431,15.006,2.05,CV,na,19.33,60.0,1.0,18.4
106,2458545.67216,15.272,0.022,13.772,14.428,15.032,2.07,CV,na,19.25,60.0,1.0,18.5
107,2458545.67355,15.258,0.021,13.772,14.408,14.973,2.09,CV,na,19.31,60.0,1.0,18.5
108,2458545.67499,15.285,0.022,13.772,14.418,14.967,2.11,CV,na,19.27,60.0,1.0,18.3
109,2458545.67641,15.339,0.023,13.772,14.433,14.992,2.13,CV,na,19.35,60.0,1.0,18.4
110,2458545.67786,15.394,0.024,13.772,14.441,15.011,2.15,CV,na,19.32,60.0,1.0,18.6
111,2458545.67926,15.429,0.023,13.772,14.404,14.987,2.17,CV,na,19.33,60.0,1.0,18.6
112,2458545.68065,15.436,0.022,13.772,14.352,14.99,2.19,CV,na,19.32,60.0,1.0,18.6
113,2458545.68209,15.441,0.025,13.772,14.395,14.991,2.21,CV,na,19.25,60.0,1.0,18.3
114,2458545.68348,15.628,0.032,13.772,14.395,14.976,2.23,CV,na,19.25,60.0,1.0,18.3
115,2458545.68493,15.825,0.03,13.772,14.431,14.978,2.25,CV,na,19.3,60.0,1.0,18.6
116,2458545.68632,16.046,0.038,13.772,14.405,14.964,2.28,CV,na,19.29,60.0,1.0,18.6
117,2458545.6877,16.163,0.042,13.772,14.422,15.013,2.3,CV,na,19.27,60.0,1.0,18.6
118,2458545.68916,16.395,0.059,13.772,14.422,14.952,2.32,CV,na,19.21,60.0,1.0,18.3
119,2458545.69054,16.65,0.073,13.772,14.421,14.974,2.35,CV,na,19.14,60.0,1.0,18.3
